,Referee_season_fouls,Season_season_fouls,Games_season_fouls,Total fouls_season_fouls,Shooting_season_fouls,Personal_season_fouls,Loose ball_season_fouls,Personal take_season_fouls,Offensive charge_season_fouls,Offensive_season_fouls,Kicked ball_season_fouls,Technical_season_fouls,Defensive goaltending_season_fouls,Shooting block_season_fouls,Defensive 3 seconds_season_fouls,Delay of game_season_fouls,Personal block_season_fouls,Flagrant 1_season_fouls,Away from play_season_fouls,Double technical_season_fouls,Clear path_season_fouls,Double personal_season_fouls,Inbound foul_season_fouls,Delay technical_season_fouls,Lane violation_season_fouls,Jump ball violation_season_fouls,Flagrant 2_season_fouls,Hanging technical_season_fouls,Unsportsmanlike technical_season_fouls,Taunting technical_season_fouls,Excess timeout technical_season_fouls,Double lane_season_fouls,Too many players technical_season_fouls,Regular Season_season_fouls,Playoffs_season_fouls,Regular Season # Games_season_fouls,Playoffs # Games_season_fouls,Total fouls_z-score,Shooting_z-score,Personal_z-score,Loose ball_z-score,Personal take_z-score,Offensive charge_z-score,Offensive_z-score,Kicked ball_z-score,Technical_z-score,Defensive goaltending_z-score,Shooting block_z-score,Defensive 3 seconds_z-score,Delay of game_z-score,Personal block_z-score,Flagrant 1_z-score,Away from play_z-score,Double technical_z-score,Clear path_z-score,Double personal_z-score,Inbound foul_z-score,Delay technical_z-score,Lane violation_z-score,other_fouls_z-score,Total fouls_avg_per_game,Shooting_avg_per_game,Personal_avg_per_game,Loose ball_avg_per_game,Personal take_avg_per_game,Offensive charge_avg_per_game,Offensive_avg_per_game,Kicked ball_avg_per_game,Technical_avg_per_game,Defensive goaltending_avg_per_game,Shooting block_avg_per_game,Defensive 3 seconds_avg_per_game,Delay of game_avg_per_game,Personal block_avg_per_game,Flagrant 1_avg_per_game,Away from play_avg_per_game,Double technical_avg_per_game,Clear path_avg_per_game,Double personal_avg_per_game,Inbound foul_avg_per_game,Delay technical_avg_per_game,Lane violation_avg_per_game,other_fouls_avg_per_game,component_1,component_2,y
57,Mitchell Ervin,4,204,3132,1485,1019,199,95,67,45,50,32,27,20,19,22,17,13,9,2,3,0,3,0,0,1,3,1,0,0,0,0,0,4,0,204.0,0.0,1.1763901431286898,1.6580235678408601,0.9061613098193653,0.9037843189848986,0.8802301859678983,-0.5021253215698263,-0.41710720502381154,0.04416292839902688,-0.527370321850464,-0.15825795552385144,-0.20130537549419253,-0.22988522983091775,-0.009395319699443424,-0.10847459985834904,1.0785967931508793,0.6809152522563906,-0.5218540963207083,0.24822774913245516,-0.6921830684635563,0.8789506653300934,-0.8383664271519197,-0.7685073747299496,1.1486915403403843,15.352941176470589,7.279411764705882,4.995098039215686,0.9754901960784313,0.46568627450980393,0.3284313725490196,0.22058823529411764,0.24509803921568626,0.1568627450980392,0.1323529411764706,0.09803921568627451,0.09313725490196079,0.10784313725490197,0.08333333333333333,0.06372549019607843,0.04411764705882353,0.00980392156862745,0.014705882352941176,0.0,0.014705882352941176,0.0,0.0,0.0196078431372549,0.975201308495769,-0.409159487588595,1
58,Monty McCutchen,2,96,1505,544,521,102,28,32,69,25,37,18,31,34,22,20,2,3,9,0,2,2,1,0,0,2,1,0,0,0,0,0,2,1,83.0,13.0,1.3948060123930888,-0.8574725810146013,1.556733670040225,1.3087402851599672,-1.1646369015651532,-0.44644039060095614,2.399651345482,0.25512715237390415,1.604036058908333,0.8464822044517458,2.546262125065276,2.878165758174756,2.4804260605817916,1.8087476463506635,-0.43624428133511395,0.08818734217673402,2.9123727495118374,-1.335945748065926,0.9481315164997517,1.6039918471282697,0.6139326905049338,-0.7685073747299496,2.361313694828092,15.677083333333334,5.666666666666667,5.427083333333333,1.0625,0.2916666666666667,0.3333333333333333,0.71875,0.2604166666666667,0.3854166666666667,0.1875,0.3229166666666667,0.3541666666666667,0.22916666666666666,0.20833333333333334,0.020833333333333332,0.03125,0.09375,0.0,0.020833333333333332,0.020833333333333332,0.010416666666666666,0.0,0.03125,4.966796198059157,-2.6409086263482022,0
59,Mousa Dagher,2,65,907,403,324,48,46,32,4,11,12,13,0,4,4,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,65.0,0.0,0.23364157099709162,-0.025600298353585484,0.8903743711490849,-0.19938066622701042,3.72399117573759,1.3594647552817936,-1.3164231339505605,-1.000661732862394,-0.2685598295859187,1.0742233073795482,-1.3991549670187562,-0.6061288886173034,-0.9596674735410463,-1.3866227639976907,1.001356544957308,-0.6426266304709303,-0.9229316841551662,0.32134344900314976,-0.6921830684635563,-0.8611481709855304,-0.8383664271519197,-0.7685073747299496,-0.8936194566915441,13.953846153846154,6.2,4.984615384615385,0.7384615384615385,0.7076923076923077,0.49230769230769234,0.06153846153846154,0.16923076923076924,0.18461538461538463,0.2,0.0,0.06153846153846154,0.06153846153846154,0.0,0.06153846153846154,0.015384615384615385,0.0,0.015384615384615385,0.0,0.0,0.0,0.0,0.0,-3.64510578045605,-0.1620259480888324,2
60,Natalie Sago,2,63,758,410,198,38,34,23,6,12,24,5,0,0,5,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,63.0,0.0,-1.0615221714946717,0.4547069124685485,-1.8833242306615676,-0.8290252478809211,1.7497444270785314,-0.08581417099303391,-1.125875127062877,-0.7080752188028199,1.5624038392918258,-1.1236590827808275,-1.3991549670187562,-1.338861169213224,-0.5938266970814748,-1.3866227639976907,-0.6114299838266914,-0.6201292306395448,-0.9229316841551662,0.3739558044656599,-0.6921830684635563,-0.8611481709855304,-0.8383664271519197,-0.7685073747299496,-0.8936194566915441,12.031746031746032,6.507936507936508,3.142857142857143,0.6031746031746031,0.5396825396825397,0.36507936507936506,0.09523809523809523,0.19047619047619047,0.38095238095238093,0.07936507936507936,0.0,0.0,0.07936507936507936,0.0,0.015873015873015872,0.015873015873015872,0.0,0.015873015873015872,0.0,0.0,0.0,0.0,0.0,-5.5132264618912,0.17317428459694975,2
61,Nate Green,2,36,435,215,134,22,18,9,9,6,12,2,0,1,3,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,36.0,0.0,-1.0267612337991578,-0.38087908574006124,-1.0107970584531647,-0.7920876144806462,1.2834434144955422,-1.393084217071752,-0.25080411717106993,-1.0359738983523428,1.1183268300490894,-1.5574516597861647,-1.3991549670187562,-1.0081139592220099,-0.5123895379380771,-1.3866227639976907,-0.1909842978469055,-1.3512947251595746,2.486227812437726,-1.335945748065926,-0.6921830684635563,-0.8611481709855304,-0.8383664271519197,-0.7685073747299496,-0.8936194566915441,12.083333333333334,5.972222222222222,3.7222222222222223,0.6111111111111112,0.5,0.25,0.25,0.16666666666666666,0.3333333333333333,0.05555555555555555,0.0,0.027777777777777776,0.08333333333333333,0.0,0.027777777777777776,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,-5.09685050186554,-0.2447680817280686,2
62,Nick Buchert,4,237,3600,1549,1210,241,90,87,107,68,59,31,21,37,34,22,6,12,6,2,4,6,3,1,2,1,0,1,0,0,0,0,4,1,234.0,3.0,1.0665106179817743,0.49826863914496533,1.0724050629509445,1.0964073387308575,-0.12962572996480848,-0.0629897267140511,0.8884071196598415,0.6201219641825896,0.3313549149353791,-0.18652068857520418,-0.316541538729467,0.5200218844082833,0.7215380506017604,0.037137216309424195,-0.2779118869313338,0.9810306497650773,0.11276234012621869,-0.4268841631757158,0.6366793801143135,2.1344650155831384,0.9264527537981808,-0.10169509706560997,-0.0146501668297015,15.189873417721518,6.5358649789029535,5.105485232067511,1.0168776371308017,0.379746835443038,0.3670886075949367,0.45147679324894513,0.2869198312236287,0.2489451476793249,0.1308016877637131,0.08860759493670886,0.15611814345991562,0.14345991561181434,0.09282700421940929,0.02531645569620253,0.05063291139240506,0.02531645569620253,0.008438818565400843,0.016877637130801686,0.02531645569620253,0.012658227848101266,0.004219409282700422,0.008438818565400843,2.4505109266796365,-2.1035574987096823,0
63,Pat Fraher,4,276,3504,1794,990,171,97,80,84,53,60,14,29,39,37,17,11,9,9,0,2,0,1,3,1,1,1,0,1,0,0,0,4,4,244.0,32.0,-0.6141640168045881,0.44232786064323576,-1.2145079884744239,-0.7527410049890498,-0.4621442891303451,-0.9403415174552842,0.056495066904648415,-0.6866905223104597,0.03709585102329587,-1.6454675449756533,-0.11537268740656081,0.34363550769860424,0.5285898006775298,-0.44190455572078585,0.23555480387171784,0.15077351901744304,0.4110872492942263,-1.335945748065926,-0.1216388649980578,-0.8611481709855304,-0.3332189079669271,0.949259036209708,0.23853120470659017,12.695652173913043,6.5,3.5869565217391304,0.6195652173913043,0.35144927536231885,0.2898550724637681,0.30434782608695654,0.19202898550724637,0.21739130434782608,0.050724637681159424,0.10507246376811594,0.14130434782608695,0.13405797101449277,0.06159420289855073,0.03985507246376811,0.03260869565217391,0.03260869565217391,0.0,0.007246376811594203,0.0,0.0036231884057971015,0.010869565217391304,0.010869565217391304,-0.5616097924543162,0.7031694212781832,1
64,Phenizee Ransom,4,72,804,360,298,43,35,22,10,14,5,4,1,1,4,1,1,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,4,0,72.0,0.0,-1.644436357465587,-1.897312934340872,-0.3832946400841076,-0.856728472931127,1.1202380600914956,-0.7619883327578876,-0.8790602268369827,-0.6534254388778992,-1.3425999295044093,-1.5574516597861647,-1.229459608219443,-1.1734875642176168,-1.0824496519418616,-1.1735980699744668,-0.6815042648233224,-0.07175510974952257,-0.3547384347230176,-1.335945748065926,-0.6921830684635563,-0.8611481709855304,1.0980323963905516,-0.7685073747299496,0.5530174995394052,11.166666666666666,5.0,4.138888888888889,0.5972222222222222,0.4861111111111111,0.3055555555555556,0.1388888888888889,0.19444444444444445,0.06944444444444445,0.05555555555555555,0.013888888888888888,0.013888888888888888,0.05555555555555555,0.013888888888888888,0.013888888888888888,0.027777777777777776,0.013888888888888888,0.0,0.0,0.0,0.013888888888888888,0.0,0.013888888888888888,-4.430448386716825,-0.7409690597913803,2
65,Randy Richardson,1,6,68,37,16,6,1,1,1,0,0,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.0,0.0,-1.5321317895262354,-0.0775923160198988,-2.6004698516547755,1.0178564221328052,-2.633485091201571,-2.339728043542548,-0.7219961994205045,-3.331264655199003,-1.990212234650067,0.46691369957207557,0.637189338573002,2.630105350681345,-2.2225698799494307,3.7259698925596756,-1.1720242317997394,-1.3512947251595746,-0.9229316841551662,-1.335945748065926,-0.6921830684635563,-0.8611481709855304,-0.8383664271519197,-0.7685073747299496,-0.8936194566915441,11.333333333333334,6.166666666666667,2.6666666666666665,1.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11490962321141748,3.0074266023842533,1
66,Ray Acosta,3,141,1971,1013,622,103,45,50,23,31,43,13,4,4,4,2,5,4,0,4,0,0,0,0,0,0,0,1,0,0,0,0,3,0,141.0,0.0,0.25040454414941377,1.5098235425154174,0.02702963632459473,-0.2364512992892826,-0.8416986471060829,-0.2047440944807526,-0.7420469263247357,-0.30343429510340825,0.8537703139044803,-0.8898418072318515,-1.0525431703222867,-1.0010767845413457,-1.6403808273498208,-1.1690656296761006,0.08036717324643167,-0.04453086261313844,-0.9229316841551662,1.720048516033079,-0.6921830684635563,-0.8611481709855304,-0.8383664271519197,-0.7685073747299496,-0.15491122372254867,13.97872340425532,7.184397163120567,4.411347517730497,0.7304964539007093,0.3191489361702128,0.3546099290780142,0.16312056737588654,0.2198581560283688,0.3049645390070922,0.09219858156028368,0.028368794326241134,0.028368794326241134,0.028368794326241134,0.014184397163120567,0.03546099290780142,0.028368794326241134,0.0,0.028368794326241134,0.0,0.0,0.0,0.0,0.0070921985815602835,-1.7360678356572474,0.25758968776623936,1
67,Rodney Mott,4,255,3581,1387,1207,303,105,114,137,66,53,51,26,43,19,23,10,7,9,6,2,2,2,3,0,4,2,0,0,0,0,0,4,4,234.0,21.0,0.29380836214649914,-1.2122416427376819,0.5119421434557462,1.8939301743087282,0.24660939828160022,0.8454500078768363,1.37342270752404,0.23318687308051705,-0.051946700190592845,1.0742233073795482,-0.15339139183320996,0.6689689526157936,-0.693467456503985,-0.0032153392821679134,0.21297332201602612,-0.08680851698964077,0.5209476320488822,1.1987318474514839,-0.07465287177148736,0.06690454171613555,0.2551293790838289,1.0907221524047386,1.55715373974677,14.04313725490196,5.43921568627451,4.733333333333333,1.188235294117647,0.4117647058823529,0.4470588235294118,0.5372549019607843,0.25882352941176473,0.20784313725490197,0.2,0.10196078431372549,0.16862745098039217,0.07450980392156863,0.09019607843137255,0.0392156862745098,0.027450980392156862,0.03529411764705882,0.023529411764705882,0.00784313725490196,0.00784313725490196,0.00784313725490196,0.011764705882352941,0.023529411764705882,1.2783193651035547,-2.0333010910746436,0
68,Ron Garretson,3,186,2345,1037,781,136,87,69,25,46,29,32,26,37,5,20,5,4,3,1,0,0,0,1,0,0,0,0,0,0,1,0,3,2,175.0,11.0,-0.6735452539899106,-1.000031339131913,-0.2928803131363082,-0.23325696723133177,0.9043858171700148,-0.01892382380769322,-0.9043931344848019,0.07465066141217055,-0.5362181560004615,0.5648668621216683,0.3087467086388474,1.029715624917406,-1.6708988018812518,0.2626006736014599,-0.22263074732925492,-0.36068341000340515,-0.2630943622339613,-0.7567855447890984,-0.6921830684635563,-0.8611481709855304,-0.8383664271519197,0.08114052745525746,-0.3336309575053701,12.60752688172043,5.575268817204301,4.198924731182796,0.7311827956989247,0.46774193548387094,0.3709677419354839,0.13440860215053763,0.24731182795698925,0.15591397849462366,0.17204301075268819,0.13978494623655913,0.1989247311827957,0.026881720430107527,0.10752688172043011,0.026881720430107527,0.021505376344086023,0.016129032258064516,0.005376344086021506,0.0,0.0,0.0,0.005376344086021506,0.005376344086021506,-0.5726456916896824,2.3757146120605452,1
69,Scott Foster,4,297,4789,2080,1441,341,128,151,170,85,84,74,55,28,39,41,15,8,12,7,4,0,8,5,5,2,2,1,0,1,0,2,4,4,247.0,50.0,1.6963409413363066,1.2274598445941318,0.6904317202362781,1.7073589122712631,0.4723622592754327,1.5424678508730396,1.5720905040565405,0.6101437151437469,0.6473360626704293,1.9698516178834968,0.8634498169720862,-0.21632518378849722,0.47225974988664204,0.7307135887179866,0.6116847390235949,-0.11052903748922109,0.729994132374721,1.2029989814506714,0.3682223197955519,-0.8611481709855304,2.9170737154759037,1.8920062583752437,1.210579752371655,16.124579124579125,7.0033670033670035,4.851851851851852,1.1481481481481481,0.43097643097643096,0.5084175084175084,0.5723905723905723,0.28619528619528617,0.2828282828282828,0.24915824915824916,0.18518518518518517,0.09427609427609428,0.13131313131313133,0.13804713804713806,0.050505050505050504,0.026936026936026935,0.04040404040404041,0.02356902356902357,0.013468013468013467,0.0,0.026936026936026935,0.016835016835016835,0.020202020202020204,5.378708960008752,1.8646903264990184,0
70,Scott Twardoski,4,227,3026,1456,945,177,96,70,41,60,45,22,32,26,15,29,4,3,0,0,1,0,1,2,1,0,0,0,0,0,0,0,4,1,226.0,1.0,-0.186455909371903,0.3083396212829126,-0.34698980119462064,-0.007284945363800687,0.3775458526052408,-0.7300165148300929,-0.6431182297047402,0.3088440340732338,-0.1415216014589388,-0.8038883431968636,0.3232155469619382,0.024924683437773505,-0.8664797409095907,0.5728290471057934,-0.549690529204109,-0.7425269786208712,-0.9229316841551662,-1.335945748065926,-0.34533240732594045,-0.8611481709855304,-0.2241782540459375,0.6238671610096849,-0.8936194566915441,13.330396475770925,6.41409691629956,4.1629955947136565,0.7797356828193832,0.42290748898678415,0.30837004405286345,0.18061674008810572,0.2643171806167401,0.19823788546255505,0.09691629955947137,0.14096916299559473,0.1145374449339207,0.06607929515418502,0.1277533039647577,0.01762114537444934,0.013215859030837005,0.0,0.0,0.004405286343612335,0.0,0.004405286343612335,0.00881057268722467,0.0,-0.40410205818541556,2.630104259359589,1
71,Scott Wall,4,204,2989,1457,885,188,78,86,69,67,36,35,33,5,9,22,9,4,2,2,2,0,0,0,0,0,0,0,0,0,0,0,4,1,202.0,2.0,0.7040503426778918,1.4439387892148643,-0.0830777967859717,0.6528256920595039,-0.09900194045638042,0.5558883668387103,0.24810514638715508,1.1918083068223573,-0.34451508275051346,0.556223936014351,0.5772968589967741,-1.0470253956915645,-1.3171802871198905,0.26745133077086924,0.3860980162429969,-0.44809029075247897,-0.5218540963207083,-0.27983008326700526,0.07972967740152988,-0.8611481709855304,-0.8383664271519197,-0.7685073747299496,-0.8936194566915441,14.651960784313726,7.142156862745098,4.338235294117647,0.9215686274509803,0.38235294117647056,0.4215686274509804,0.3382352941176471,0.3284313725490196,0.17647058823529413,0.1715686274509804,0.16176470588235295,0.024509803921568627,0.04411764705882353,0.10784313725490197,0.04411764705882353,0.0196078431372549,0.00980392156862745,0.00980392156862745,0.00980392156862745,0.0,0.0,0.0,0.0,0.12778366883576012,2.7164093418542876,1
72,Sean Corbin,4,202,3151,1360,1111,114,90,58,99,32,39,43,59,45,27,33,9,9,4,6,3,6,0,0,1,0,2,1,0,0,0,0,4,3,185.0,17.0,1.3421979938719941,0.8052424394031465,1.6665465932548105,-1.0096905043139472,0.6435491536638357,-0.9713122151788233,1.1067889118842318,-1.1496021536417813,-0.18972178628471392,1.3087289975230272,2.1694880239687806,1.3136659604192853,0.5204916587222457,1.1190538350081476,0.4015249691939149,0.701036143121895,-0.11283437803408297,1.8637710185525864,0.4771501010152376,2.653506904345036,-0.8383664271519197,-0.7685073747299496,0.6532794668029364,15.599009900990099,6.732673267326732,5.5,0.5643564356435643,0.44554455445544555,0.2871287128712871,0.4900990099009901,0.15841584158415842,0.19306930693069307,0.21287128712871287,0.29207920792079206,0.22277227722772278,0.13366336633663367,0.16336633663366337,0.04455445544554455,0.04455445544554455,0.019801980198019802,0.0297029702970297,0.01485148514851485,0.0297029702970297,0.0,0.0,0.01485148514851485,3.7071667771712606,-2.13890055914588,0
73,Sean Wright,4,266,4282,1929,1456,286,102,116,64,65,47,43,33,16,31,39,11,14,11,10,0,2,4,2,0,1,0,0,0,0,0,0,4,4,234.0,32.0,1.6782589420933938,1.6150801388307587,1.6269148615683438,1.3677918964511961,-0.08600903298502771,0.7208497412878447,-0.30394608133454004,0.03401126649346885,-0.34245280561780744,0.37558894651832037,0.11662011759465779,-0.6226566844202189,0.16911089910404126,0.8621491939617525,0.2884713089721486,1.0730961250910502,0.7688316750563441,2.713821086877304,-0.6921830684635563,0.02852642201794632,1.2581856825481996,0.4197220223110165,-0.5020485512455728,16.097744360902254,7.2518796992481205,5.473684210526316,1.0751879699248121,0.38345864661654133,0.43609022556390975,0.24060150375939848,0.24436090225563908,0.17669172932330826,0.16165413533834586,0.12406015037593984,0.06015037593984962,0.11654135338345864,0.14661654135338345,0.041353383458646614,0.05263157894736842,0.041353383458646614,0.03759398496240601,0.0,0.007518796992481203,0.015037593984962405,0.007518796992481203,0.0037593984962406013,3.8588614479877905,0.94451778217746,0
74,Simone Jelks,1,16,177,83,71,8,3,1,1,6,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16.0,0.0,-1.7146267124276806,-1.6048578349678584,0.06641542641371581,-1.3092144820844898,-2.3886770595955014,-3.5230328266310424,-1.3109863022322978,1.833139547705983,-1.990212234650067,-0.29222331018726444,-1.3991549670187562,-0.5946799467329922,-0.9399346234409154,-1.3866227639976907,-1.1720242317997394,-1.3512947251595746,-0.9229316841551662,-1.335945748065926,-0.6921830684635563,-0.8611481709855304,-0.8383664271519197,-0.7685073747299496,-0.8936194566915441,11.0625,5.1875,4.4375,0.5,0.1875,0.0625,0.0625,0.375,0.0,0.125,0.0,0.0625,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0498860929896034,-0.5346449672755684,2
75,Steve Anderson,1,46,632,300,170,34,15,22,27,6,12,10,15,5,3,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,46.0,0.0,0.08896023464178143,0.4762356982517006,-1.0508117054216264,-0.19626752789360977,-0.760171458042082,1.1998966989134718,1.6544508240983833,-1.5349501498407472,0.4425574681579684,1.3910804940617072,2.5849969352259885,-0.044632956204125246,-0.8841678731579364,2.6145367063515526,-0.40425384870621717,-1.3512947251595746,-0.9229316841551662,-1.335945748065926,-0.6921830684635563,-0.8611481709855304,-0.8383664271519197,-0.7685073747299496,-0.8936194566915441,13.73913043478261,6.521739130434782,3.6956521739130435,0.7391304347826086,0.32608695652173914,0.4782608695652174,0.5869565217391305,0.13043478260869565,0.2608695652173913,0.21739130434782608,0.32608695652173914,0.10869565217391304,0.06521739130434782,0.2608695652173913,0.021739130434782608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.038883388687835,4.417743500369532,1
76,Suyash Mehta,1,13,119,49,45,5,6,5,0,1,1,3,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13.0,0.0,-3.0007299856562053,-3.8170182020201397,-1.4033883150738051,-1.8462308445961733,0.8314901253766448,0.13610965645799564,-1.6643803639193737,-2.2718996905005446,-1.2728570658733385,1.6348167915095224,-1.3991549670187562,-1.338861169213224,-2.2225698799494307,-1.3866227639976907,6.978153681039188,-1.3512947251595746,2.223984774238273,-1.335945748065926,-0.6921830684635563,-0.8611481709855304,-0.8383664271519197,-0.7685073747299496,-0.8936194566915441,9.153846153846153,3.769230769230769,3.4615384615384617,0.38461538461538464,0.46153846153846156,0.38461538461538464,0.0,0.07692307692307693,0.07692307692307693,0.23076923076923078,0.0,0.0,0.0,0.0,0.23076923076923078,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,-4.978012850359698,-1.7168390594480345,2
77,Tom Washington,4,246,3314,1528,1146,120,89,80,98,65,24,32,27,21,25,34,7,3,4,3,0,1,4,0,0,2,0,0,0,0,0,1,4,3,226.0,20.0,-0.09134635693847058,-0.007846926467528123,0.39929780688998323,-1.3659723090166191,-0.34064889274472393,-0.5387958858663995,0.5881476390291429,0.30761093492375124,-1.0803959230308016,-0.19964562607027148,-0.058147741385159275,-0.3224185238743707,-0.13698409700875547,0.7332327277456078,-0.1670564945797632,-0.789545625711259,-0.2577298311614311,-0.022240896730683038,-0.6921830684635563,-0.38014524062186206,1.42863707358073,-0.7685073747299496,-0.046807579873427284,13.471544715447154,6.211382113821138,4.658536585365853,0.4878048780487805,0.3617886178861789,0.3252032520325203,0.3983739837398374,0.26422764227642276,0.0975609756097561,0.13008130081300814,0.10975609756097561,0.08536585365853659,0.1016260162601626,0.13821138211382114,0.028455284552845527,0.012195121951219513,0.016260162601626018,0.012195121951219513,0.0,0.0040650406504065045,0.016260162601626018,0.0,0.008130081300813009,0.07340742477470862,0.2375178524480631,1
78,Tony Brothers,4,283,4300,1871,1381,217,106,137,111,102,91,49,57,43,54,24,23,8,8,5,0,6,1,0,0,2,2,1,1,0,0,0,4,4,237.0,46.0,1.0695245617471996,0.6159407818258019,0.7326101317104758,-0.06756180880953726,-0.1905950514293432,1.2662155781377278,0.553385903063831,1.6324029885824678,1.0084844602717342,0.5849420685805953,1.0617275506928385,0.47031438225815214,1.6933200904511245,-0.08589247681701775,1.698297553758375,-0.04914840276347918,0.23353231468906568,0.567301563055804,-0.6921830684635563,1.6475455576956517,-0.3457137229291001,-0.7685073747299496,1.3146744128906827,15.19434628975265,6.6113074204946995,4.879858657243816,0.7667844522968198,0.3745583038869258,0.4840989399293286,0.392226148409894,0.36042402826855124,0.3215547703180212,0.17314487632508835,0.20141342756183744,0.1519434628975265,0.19081272084805653,0.08480565371024736,0.0812720848056537,0.028268551236749116,0.028268551236749116,0.0176678445229682,0.0,0.02120141342756184,0.0035335689045936395,0.0,0.02120141342756184,2.9101266942717356,-0.7837517284622963,0
79,Tony Brown,4,258,4031,1698,1406,260,86,95,120,80,47,40,36,41,46,31,7,16,10,4,1,4,1,0,0,0,1,1,0,0,0,0,4,4,235.0,23.0,1.3590579013775104,0.5692851130842341,1.5906625798706453,1.053935040802841,-0.6750208383530146,-0.050170881845739174,0.9655289323565404,0.9390437296319931,-0.29135948998890016,0.25506151080202727,0.30569142836039026,0.5533205437597685,1.4364206192376519,0.4562885424357788,-0.21379918003185508,1.5053518580814718,0.6627238956554813,0.3341906520812045,-0.38700826195875476,0.9733746331921814,-0.29797605779123,-0.7685073747299496,-0.08619417879520025,15.624031007751938,6.5813953488372094,5.449612403100775,1.0077519379844961,0.3333333333333333,0.3682170542635659,0.46511627906976744,0.31007751937984496,0.1821705426356589,0.15503875968992248,0.13953488372093023,0.15891472868217055,0.17829457364341086,0.12015503875968993,0.027131782945736434,0.06201550387596899,0.03875968992248062,0.015503875968992248,0.003875968992248062,0.015503875968992248,0.003875968992248062,0.0,0.007751937984496124,2.955085057639568,-0.6275530854912305,0
80,Tre Maddox,4,238,3287,1497,1024,214,107,100,90,57,61,20,25,12,37,17,9,7,4,1,3,1,0,1,0,0,0,0,0,0,0,0,4,2,228.0,10.0,0.13733695572343813,0.11464707703201599,-0.13686371836046207,0.5485311977528468,0.6909668338018613,0.5399783865618903,0.47380219418730424,-0.03298970208321354,0.3999669621564271,-1.038601714740565,-0.11574469038529507,-0.7385132922543814,0.96785059002133,-0.2910671947353978,0.163509123665463,0.003511926451068788,-0.23537010501038133,-0.8833247488663885,0.300276176220126,-0.36397707489535225,-0.8383664271519197,-0.10449682932470382,-0.8936194566915441,13.8109243697479,6.2899159663865545,4.302521008403361,0.8991596638655462,0.4495798319327731,0.42016806722689076,0.37815126050420167,0.23949579831932774,0.25630252100840334,0.08403361344537816,0.10504201680672269,0.05042016806722689,0.15546218487394958,0.07142857142857142,0.037815126050420166,0.029411764705882353,0.01680672268907563,0.004201680672268907,0.012605042016806723,0.004201680672268907,0.0,0.004201680672268907,0.0,-1.673494809167296,0.007758197120857164,1
81,Tyler Ford,4,245,3788,1729,1256,240,93,97,70,52,86,28,35,30,34,15,3,6,3,4,0,2,0,1,2,1,0,1,0,0,0,0,4,2,236.0,9.0,1.2493544074369451,1.3113372987801897,1.1040995276472807,0.922873936246385,-0.13144708654198645,0.2645084423403762,-0.04886465334988374,-0.40828214035754173,1.2832697191963915,-0.48742996983966624,0.34628300920275085,0.11912653197253621,0.6254039140939665,-0.4475751332014396,-0.7395658119348165,-0.22321081932867157,-0.42199396220682295,0.4228101345379912,-0.6921830684635563,0.10478424427538732,-0.8383664271519197,-0.12346855919342503,-0.04335120486600642,15.461224489795919,7.057142857142857,5.126530612244898,0.9795918367346939,0.3795918367346939,0.39591836734693875,0.2857142857142857,0.21224489795918366,0.3510204081632653,0.11428571428571428,0.14285714285714285,0.12244897959183673,0.13877551020408163,0.061224489795918366,0.012244897959183673,0.024489795918367346,0.012244897959183673,0.0163265306122449,0.0,0.00816326530612245,0.0,0.004081632653061225,0.00816326530612245,1.1160695729610128,1.2997276122829102,1
